,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
10,54.95,17.400000000000055,3443.006137142856,531.8537600000003,400.0119257142859,10.231048000000001,1.7721585714285675,250.33830285714308,250.07638285714276,250.0343085714284,295.0959999999995,306.4000000000009,250.21381142857157,250.04029142857144,548.8680799999997,550.5916285714286,549.4221828571428,548.8184057142862,548.5572685714286,553.3032171428571,549.987977142857,65.79388571428558,2.5735428571428542
11,54.95,17.400000000000055,4410.652285714285,552.1147885714284,399.9984571428572,10.042456114285716,1.775100685714286,250.11791428571422,250.2480857142857,250.06976571428564,295.0959999999995,306.4000000000009,250.11313714285717,250.12306285714294,551.2114457142856,550.6511885714284,550.1127600000001,550.3880171428574,548.1559599999995,543.104237142857,548.6142571428572,65.54999999999987,2.829999999999995
12,54.95,17.400000000000055,4834.350971428572,549.0622914285714,400.03496,10.225290285714287,1.777463314285715,250.13692000000006,250.31366285714287,250.08150285714297,295.0959999999995,306.4000000000009,250.00397142857142,250.05914285714294,550.377194285714,549.7015942857144,549.5108114285715,551.7208857142857,550.4357257142861,552.0425828571423,550.1287085714285,66.37279999999987,1.9104000000000003
13,54.95,17.400000000000055,4159.154114285715,536.177051428571,399.82751999999994,10.420541142857141,1.7758231999999956,250.1334799999999,249.7607657142857,250.0913885714285,295.0959999999995,306.4000000000009,250.09607999999992,249.98361142857112,550.6672228571433,548.8470399999997,550.0739714285713,554.2022685714284,548.328285714286,552.6989942857141,549.8541828571431,66.42182857142868,1.7916571428571413
14,54.95,17.400000000000055,4994.1489714285735,517.3175542857143,399.52322857142866,10.308493142857145,1.7816178285714288,250.17286857142858,249.70376571428577,250.03262857142832,295.0959999999995,306.4000000000009,250.0412342857143,250.04259428571436,549.9166857142857,549.9902342857145,549.7514285714286,552.0008114285715,551.7280628571428,552.209577142857,551.0102057142858,67.10994285714312,1.4008571428571444
15,55.5799428571427,17.254628571428547,5505.915028571425,509.46121142857174,398.9638171428572,10.288553142857142,1.781699371428567,249.97784000000001,250.09260571428578,250.07281142857147,295.0959999999995,306.4000000000009,250.06295428571437,249.9732000000001,550.1441199999995,549.4078857142854,550.3922399999999,550.0163200000004,550.5332399999998,563.4553028571426,550.535685714286,67.41828571428555,1.344399999999998
16,55.98999999999983,17.15999999999998,5104.482457142859,561.2436857142859,399.4585657142858,10.417532571428575,1.7772271428571416,250.00586285714252,250.02460571428557,250.0293828571426,295.0959999999995,306.4000000000009,250.00866285714264,250.09201714285683,549.0046400000002,550.6961314285717,549.7358914285714,549.810051428571,550.618794285714,561.7627714285715,550.1914057142859,66.72285714285702,1.769714285714286
17,55.98999999999983,17.15999999999998,5504.65897142857,538.9658171428574,400.3000571428574,10.270958857142855,1.757721771428569,249.94634285714287,250.14922285714283,250.0963485714285,295.0959999999995,306.4000000000009,250.01016000000016,249.97788,549.5972171428573,550.1094400000003,549.5426285714284,549.324805714286,549.0925142857145,567.711634285714,549.5380285714285,66.25062857142836,2.843199999999996
18,55.98999999999983,17.15999999999998,4816.629697142858,504.4964228571431,399.65024000000017,10.371378285714288,1.7533243999999988,249.87931999999998,250.1552742857143,250.01985142857131,295.0959999999995,306.4000000000009,250.00370857142855,250.07227428571417,550.1797657142857,549.1045599999998,549.3529200000002,549.9611028571431,548.9402914285714,560.3005085714286,549.758097142857,66.74559999999991,2.296
19,55.98999999999983,17.15999999999998,4054.980365714285,441.14384571428604,399.4892057142859,10.270638857142858,1.7483509142857143,250.24442285714267,250.16082285714282,250.07795999999982,295.0959999999995,306.4000000000009,249.8940114285713,249.99545714285702,550.2511142857146,550.43876,549.4064057142858,549.9152685714287,550.9294171428571,563.7027628571431,552.3606171428574,66.74365714285686,1.3018285714285749
20,55.98999999999983,17.15999999999998,4909.636782857145,441.3934000000001,399.51159999999976,10.03304188571429,1.7115985142857149,249.86450857142867,250.12249142857152,250.1178342857142,295.0959999999995,306.4000000000009,250.0454914285714,250.07579428571427,473.39081142857145,479.59115714285747,474.8773200000003,469.51229714285734,475.75141142857177,505.4978114285711,482.36796571428573,66.31794285714281,1.4807428571428565
21,55.98999999999983,17.15999999999998,3851.7717542857145,433.04895428571433,399.10584571428586,10.128337142857141,1.7137534285714267,250.23128,250.1954342857142,249.96573714285705,295.0959999999995,306.4000000000009,250.02707999999993,250.14507428571432,520.3801885714286,526.7799000000001,519.061897142857,407.14093714285724,444.5659828571427,461.2464,453.3047028571429,66.7413714285714,1.3353714285714267
22,55.98999999999983,17.15999999999998,3020.586471428574,407.0125200000002,401.42005714285705,9.902004685714285,1.699285314285714,249.87741714285704,250.1695371428571,250.04150285714272,295.0959999999995,306.4000000000009,250.02934857142844,249.98053142857125,550.1831371428568,549.6990857142857,549.1079942857142,438.6026314285713,501.7228114285715,511.03392000000025,499.9897742857143,67.16405714285712,1.1559428571428578
23,55.98999999999983,17.15999999999998,4505.309525714284,328.96801714285715,399.40678285714296,9.889816400000015,1.5757913714285714,249.91314285714276,249.89575999999994,250.0700571428571,295.0959999999995,306.4000000000009,250.05700571428565,250.0630971428568,549.9381199999998,550.0559771428569,549.5179371428569,399.4572174789915,543.2673742857141,554.9799542857144,539.6132028571426,67.11720000000022,1.1801714285714262
24,57.61782857142843,14.054228571428593,4877.995877142854,333.0846514285716,400.384857142857,10.156206457142858,1.6315652000000007,249.97734857142856,250.44625714285718,250.04318285714268,295.0959999999995,306.4000000000009,250.0589428571429,250.0130057142856,549.7768971428569,549.4338971428566,549.3310114285714,448.67855680672284,545.2694514285712,553.346542857143,545.7017342857145,67.17291428571437,1.20908571428571
25,60.6599999999999,8.25,4578.9088571428565,368.8995942857144,400.4365485714286,10.316004000000001,1.7395295428571445,250.13954285714297,250.16960000000017,250.0830514285715,295.0959999999995,306.4000000000009,250.0280685714287,249.90769714285727,549.6883771428573,551.4139085714288,549.9818914285715,381.30794571428567,555.7560542857142,551.8489542857144,547.4753114285716,67.10719999999978,1.5956000000000001
26,60.6599999999999,8.25,3062.199942857143,351.0162685714286,398.99983428571426,10.230613714285717,1.7512453142857125,249.7830057142857,249.1011657142858,249.6316,295.0959999999995,306.4000000000009,250.0705714285713,249.93641714285715,549.6581028571429,551.9624400000002,549.247571428571,531.7203028571429,548.3193657142858,550.288594285714,548.4461428571427,66.02697142857156,2.9779428571428532
27,60.6599999999999,8.25,3203.0326857142863,324.65561714285735,399.66076000000027,10.011968628571433,1.7327673714285743,249.6693542857142,250.99006285714293,250.0608628571428,295.0959999999995,306.4000000000009,250.31732000000014,250.0852628571428,551.4605485714285,564.7050571428571,550.937777142857,444.69835714285705,549.3774314285713,565.0937657142855,555.1819514285714,64.89394285714286,3.9297142857142866
28,60.6599999999999,8.25,2885.7188000000006,318.8606400000002,400.5468514285714,10.196919999999999,1.7555014285714239,250.01358857142864,250.29442285714288,250.02021142857149,295.0959999999995,306.4000000000009,250.00357714285707,250.02624571428564,549.9781657142858,549.2535257142856,550.1256171428572,506.5567978571426,553.2611371428569,551.8467828571429,550.5179257142856,64.21782857142868,3.513371428571426
29,60.6599999999999,8.25,2220.588834285714,342.2731028571428,400.1959257142858,9.812936685714286,1.743886628571429,250.40445142857115,250.25026857142853,250.52566285714275,295.0959999999995,306.4000000000009,250.01660571428565,250.02615428571377,550.2687657142859,550.2206399999997,550.6533428571429,499.2787992857144,553.38632,563.1755428571431,552.3328142857142,63.96685714285723,4.343314285714288
30,60.52359999999982,8.379314285714289,2262.274577142856,331.254582857143,400.4388971428573,9.597792285714288,1.644095999999999,250.07915999999997,250.0812171428573,250.10423999999992,295.0959999999995,306.4000000000009,250.4685942857144,250.12306285714283,550.733457142857,550.6583942857145,549.6151485714287,478.51377428571396,549.3294685714287,556.4199542857143,542.378894285714,63.49457142857141,5.289142857142873
31,59.88999999999998,8.980000000000015,2640.9440571428586,373.68525142857146,400.2957771428572,10.022890399999996,1.6553544571428571,250.2070571428572,250.12077714285698,250.06367428571417,295.0959999999995,306.4000000000009,249.79112571428556,249.80249714285716,559.3428057142859,571.6883257142854,562.1267599999998,490.5828412244898,538.2638285714285,571.1207485714285,543.5613228571426,63.329999999999934,4.96000000000001
32,59.88999999999998,8.980000000000015,2194.2396799999988,495.6775451428572,399.966591020408,9.92717022857143,1.7405773714285715,249.99961142857123,249.8374742857142,250.04801142857116,295.0959999999995,306.4000000000009,249.9802457142858,249.90488571428565,552.436325714285,553.2063599999999,551.0760514285712,531.0136587755098,551.7254285714284,559.7411685714287,548.7230942857142,63.5483999999999,4.7212000000000085
33,59.88999999999998,8.980000000000015,894.8440136585397,534.285854857143,400.8702489795921,9.483975942857143,1.701360171428568,250.23836571428598,249.761457142857,250.06318285714286,295.0959999999995,306.4000000000009,250.11621142857146,250.0757199999999,592.6626,502.901522857143,599.023454285714,536.6879228571429,554.6752257142853,560.8207942857146,559.442797142857,65.19571428571408,2.9425714285714406
34,59.88999999999998,8.980000000000015,2335.193324627178,558.4334285714286,399.7477314285713,9.35700085714286,1.7664486857142856,250.35700571428555,250.18027428571443,250.0130685714286,295.0959999999995,306.4000000000009,250.22577142857148,250.01705714285714,549.602342857143,239.14567598455605,549.9216971428574,548.049154285714,547.7019371428568,551.6288285714285,549.9333371428576,65.70154285714263,2.602114285714287
35,59.88999999999998,8.980000000000015,1945.0239485714285,502.1480114285713,395.19391142857137,9.517259028571422,1.750352,250.02113714285724,250.50854857142866,249.9787028571427,295.0959999999995,306.4000000000009,250.0470114285714,250.04387999999997,550.8837085714282,414.48559205115833,550.5761714285712,552.5191200000002,551.57128,556.7631085714285,551.5442400000001,66.46108571428557,1.5876000000000008
36,59.88999999999998,8.980000000000015,3197.3832800000014,457.4252628571426,398.0340314285717,9.530029428571423,1.7467040000000005,250.05265142857118,249.8555485714286,249.94263428571406,295.0959999999995,306.4000000000009,249.96102857142841,249.9149028571426,549.4186514285714,724.2334375,548.7109828571424,546.8540285714287,548.0784685714286,545.8255285714287,548.5815714285717,66.21114285714262,1.5217142857142893
37,59.88999999999998,8.980000000000015,3231.969142857142,509.72938857142873,401.8005988571427,9.585959085714283,1.7465503428571423,249.9613714285715,250.34501142857144,250.10907999999995,295.0959999999995,306.4000000000009,249.98890285714268,250.04451999999995,549.8209828571429,753.362734375,549.2168228571433,547.476422857143,551.2847942857143,550.9362571428574,551.1312400000002,66.40999999999988,1.8199999999999947
38,59.88999999999998,8.980000000000015,3548.265257142856,392.3801885714289,402.74976400000094,9.6316244,1.7615421714285717,250.06951428571432,250.25806285714265,250.05868571428587,295.0959999999995,306.4000000000009,250.23784571428558,249.96106285714302,549.7295771428572,782.4920312499999,561.4128457142857,554.7816514285716,551.2121685714285,587.5323571428568,558.7176199999999,64.9540571428572,2.953485714285721
39,59.88999999999998,8.980000000000015,3240.6127657142874,473.89664571428574,398.64589142857136,9.774657999999999,1.7499623428571431,250.1827428571426,250.4058285714286,249.95160571428565,295.0959999999995,306.4000000000009,250.21454857142842,250.02360571428534,549.661542857143,811.621328125,549.5579028571431,552.0432285714287,548.4734057142856,554.7772114285715,548.6121542857144,66.09622857142845,2.040914285714291
40,59.67839999999989,9.081199999999976,3411.7869142857135,510.1640685714288,401.47307428571406,9.840463085714285,1.7387638857142849,249.91890285714288,250.00555428571428,249.96880000000002,295.0959999999995,306.4000000000009,249.95881714285719,250.0869942857142,509.05098285714274,504.41348071428513,508.9160685714283,508.8132457142857,510.9120971428566,525.2556457142858,517.3995028571428,65.62639999999993,2.330400000000009
41,59.6599999999999,9.089999999999979,3642.7179428571444,530.0930228571428,398.5165485714285,10.006786342857144,1.741547142857145,249.9909771428571,250.03276571428566,250.0406971428571,295.0959999999995,306.4000000000009,250.05634857142846,250.06386857142843,454.2866171428574,463.6515942857141,460.756262857143,458.1918399999999,448.0067428571428,468.7426457142854,456.8461600000002,66.14159999999977,1.887542857142858
42,59.6599999999999,9.089999999999979,3309.3524257142863,554.1799371428573,399.31647999999996,9.920386171428563,1.7568870857142835,250.07740571428565,250.27041142857144,250.10567999999986,295.0959999999995,306.4000000000009,249.92199999999985,250.1553028571426,449.9047657142855,449.80284571428575,449.6154342857141,450.00571999999977,450.64630857142845,454.6151485714286,450.48900000000026,66.20999999999977,1.8300000000000014
43,59.6599999999999,9.089999999999979,3222.287513142858,568.3397714285713,398.878445714286,9.996654742857144,1.771961314285715,249.54308571428564,250.4111142857143,249.99413714285728,295.0959999999995,306.4000000000009,249.7317999999997,250.05332571428576,449.6347199999999,450.15566285714266,450.2204628571429,449.2223199999999,449.3665314285714,452.3267999999997,450.1086857142858,65.61765714285714,3.156514285714287
44,59.6599999999999,9.089999999999979,3132.8074085714297,572.747982857143,400.0544971428572,9.94649474285714,1.7778804571428557,249.892622857143,250.06251428571417,250.05998285714284,295.0959999999995,306.4000000000009,249.95601714285718,250.04529142857143,509.58396571428557,417.94881428571443,509.93237142857174,511.45589142857153,511.4014057142858,483.4897085714286,481.6482628571429,64.74665714285715,3.7785428571428645
45,59.6599999999999,9.089999999999979,2892.357165714285,556.2774628571427,400.4235657142857,9.899631314285717,1.7579682285714282,249.8653600000001,250.3042285714286,250.03993714285699,295.0959999999995,306.4000000000009,250.04437714285717,250.06420571428575,549.6317085714284,554.8504171428568,550.098834285714,550.3091371428571,548.7822228571429,502.31605714285695,498.99884,64.56500000000001,3.8650000000000064
46,59.6599999999999,9.089999999999979,3256.065994285715,556.0203771428572,399.7830114285715,9.836632228571428,1.7565551999999964,250.25840571428557,250.13595428571386,250.03055999999967,295.0959999999995,306.4000000000009,249.9994857142855,250.06987999999953,482.6351085714283,484.31082285714285,483.1747885714287,484.4141257142856,483.40408000000014,477.47098857142873,472.67144000000013,63.35605714285725,4.692171428571446
47,59.6599999999999,9.089999999999979,3123.4108971428586,540.9015142857144,399.78143428571445,9.851433028571428,1.7500804000000003,249.99350285714297,250.12931999999998,250.03152571428558,295.0959999999995,306.4000000000009,250.05996000000005,250.0223542857142,450.34665714285717,450.6639657142854,450.22525714285706,449.79203999999976,450.3275257142858,455.39910285714274,448.6437142857145,62.86359999999994,5.034799999999978
48,59.6599999999999,9.089999999999979,3163.8035514285707,550.9333885714287,399.6255457142856,9.942524514285711,1.75,249.84180571428558,250.19393714285712,250.11527999999996,295.0959999999995,306.4000000000009,250.04695428571426,250.04833714285706,449.9802742857141,449.9203028571426,449.550142857143,449.5906742857143,450.310137142857,452.78035999999986,450.7596799999998,64.1367999999999,3.9882857142857087
49,59.11645714285722,10.66097142857145,3311.3148485714282,545.4198399999999,400.14415428571436,9.879923199999999,1.7434516000000033,248.44760571428574,248.21401999999998,249.67960571428554,295.0959999999995,306.4000000000009,249.75568571428565,249.81203428571433,451.15285714285733,379.6669134231804,449.1958914285714,442.71736571428585,441.29752000000013,451.8188914285711,447.1408514285715,64.43497142857161,3.5829142857142875
50,58.8400000000001,11.460000000000024,2880.8648966233777,552.8349314285716,400.33710571428594,10.084496571428577,1.7499698285714287,250.05734285714283,249.96784571428563,250.02166857142845,295.0959999999995,306.4000000000009,250.20442285714287,250.41617714285704,449.9234114285712,288.9017437196765,450.4041542857142,444.2843314285714,452.4390342857142,451.21170285714305,449.8883885714284,63.86120000000016,4.451999999999992
51,58.8400000000001,11.460000000000024,3056.5236062337685,558.3699257142855,400.1449428571427,9.976830171428572,1.7595206857142829,250.65741142857138,250.01654857142842,250.14006285714294,295.0959999999995,306.4000000000009,250.5253714285714,250.18668000000008,450.4459314285715,450.4909485714288,448.87645142857144,450.4686228571428,451.4543485714284,465.34732571428566,455.2036057142855,64.99571428571444,3.214114285714283
52,58.8400000000001,11.460000000000024,2767.115042857143,561.5956742857142,399.9040685714286,9.845930114285716,1.766015028571426,250.2094228571429,250.17786857142875,250.10749142857145,295.0959999999995,306.4000000000009,250.21737142857134,250.48509142857128,449.5609828571429,451.0640800000002,450.23057142857135,447.91713714285703,446.97719428571423,461.82305714285724,456.02259428571404,65.45617142857131,2.503028571428566
53,58.8400000000001,11.460000000000024,3121.595714285714,559.0854857142859,399.0629657142857,9.772013828571438,1.760953714285716,250.1172914285711,250.05240571428547,250.0374171428567,295.0959999999995,306.4000000000009,249.9656514285712,249.4829428571426,450.3835600000001,450.2000799999999,449.7727028571427,448.40328000000005,449.5535428571428,462.2718914285716,451.70330285714283,65.55354285714301,2.3598285714285607
54,58.8400000000001,11.460000000000024,3377.9169142857127,499.1050685714283,400.9750914285716,9.779420799999999,1.7350753714285712,251.3423828571429,249.9697371428571,250.48947999999984,295.0959999999995,306.4000000000009,250.1680399999999,250.25616,448.94405142857113,464.62577714285703,449.8581428571427,440.03469714285706,447.03144571428555,452.371457142857,450.32027428571433,65.89628571428571,2.0773142857142886
55,58.830057142857044,11.460000000000024,3658.118914285714,526.7357542857147,399.341057142857,9.894055485714288,1.7458853714285745,249.69667428571432,249.85025142857137,249.92166285714285,295.0959999999995,306.4000000000009,249.7207657142857,249.94484571428566,449.6551314285717,450.26408000000004,449.5533542857143,326.6744571428577,451.91886285714287,452.68024571428583,450.6028114285715,65.91005714285699,2.2591999999999945
56,58.81999999999985,11.460000000000024,3184.5110357142867,519.3140685714288,399.8516457142858,9.755159542857141,1.7433185714285715,250.21881714285698,250.15823999999978,250.0647314285711,295.0959999999995,306.4000000000009,250.24837714285687,250.11298285714284,450.1988285714286,451.0070571428573,450.81161142857155,374.4571048979596,444.60628571428566,452.6965428571426,452.43874857142856,65.84377142857153,2.414057142857148
57,58.81999999999985,11.460000000000024,3811.246,511.58267428571423,401.03386857142846,9.811884342857143,1.7533853142857116,249.91247428571424,250.11754857142856,250.0397657142856,295.0959999999995,306.4000000000009,250.02831428571426,250.09411999999995,449.8633999999999,450.87193142857143,449.8178514285713,454.16230938775465,453.4105085714285,529.1438171428573,531.5144400000003,65.50279999999982,2.6764000000000063
58,58.81999999999985,11.460000000000024,3864.060171428573,472.8705657142858,400.63731999999993,9.66398737142857,1.7110432571428575,250.15751999999992,250.3243485714286,250.0696971428571,295.0959999999995,306.4000000000009,250.0471942857141,250.06496571428568,449.9744285714283,450.5342457142857,450.075382857143,452.0221942857143,455.4548799999999,553.0651542857145,549.4708942857142,64.24485714285726,3.833428571428572
59,58.81999999999985,11.460000000000024,3943.5654857142854,384.8864857142857,392.0137500487807,9.88205662857143,1.689589714285714,249.82405142857135,250.0371599999999,250.05984571428561,295.0959999999995,306.4000000000009,249.9911028571428,249.99271428571427,450.5067257142856,533.924337142857,473.53558285714325,448.5436742857139,444.313765714286,570.1968285714289,549.9947957142858,63.28691428571419,4.913657142857161
60,58.81999999999985,11.460000000000024,2739.242480000002,327.6564742857143,396.00821090360074,9.88013102857143,1.7232735999999993,250.2882342857142,249.84794857142842,250.01484571428537,295.0959999999995,306.4000000000009,249.99611428571404,250.03753714285708,451.94588571428545,694.3559399999996,490.73462857142874,446.73653428571424,447.1178914285719,539.7974057142861,548.1864957142858,63.86514475138111,4.651425414363994
61,58.81999999999985,11.460000000000024,3083.059714285716,491.0523028571429,400.13909619047604,9.746143485714285,1.7055938857142798,250.05787428571426,250.40127428571432,250.0403371428572,295.0959999999995,306.4000000000009,250.11812571428558,250.04813142857137,458.4206800000001,420.47280704577037,372.8989885714286,458.27129142857126,455.3128342857143,562.2615885714283,489.0146219047617,64.27365524861874,3.9705745856359975
62,58.81999999999985,11.460000000000024,4113.286342857144,515.8191085714288,402.7671704761902,9.905237485714283,1.7011470285714245,250.2295257142859,249.86189714285712,250.06303428571422,295.0959999999995,306.4000000000009,250.10306857142862,250.1124742857143,501.00591428571414,559.9781072399447,499.82616571428593,451.3043742857146,445.0544971428572,455.19370857142854,467.1342780952385,64.31085714285715,3.6975999999999867
63,58.81999999999985,11.460000000000024,4009.9795428571424,527.0361885714289,398.56652666666685,9.985152457142858,1.7211306285714278,250.0702628571427,250.2833828571431,250.03190857142863,295.0959999999995,306.4000000000009,249.8302000000001,249.9852971428572,500.32413714285724,377.21742714285716,498.17994857142855,451.35219999999987,452.3182228571429,454.7311828571431,452.33932000000016,64.15102857142891,3.418399999999997
64,58.87519999999978,11.397600000000027,2923.538822857143,538.873937142857,399.5809200000003,9.710722514285713,1.7352266285714286,250.0420971428572,249.55197714285717,250.0592285714284,295.0959999999995,306.4000000000009,250.19448571428578,250.0927942857141,500.04391428571427,433.15730714285723,500.3723142857142,450.22177714285715,451.1990228571426,451.7127142857144,451.1325485714286,64.83239999999984,2.6712000000000007
65,59.04999999999995,11.200000000000031,3632.633542857142,547.3998,400.8690114285712,9.775771828571425,1.7450229142857157,250.06323999999998,249.9298114285715,250.04772571428575,295.0959999999995,306.4000000000009,250.1373200000001,250.04647428571428,499.98098285714303,499.67642285714265,499.8632857142854,448.86856000000006,449.41279428571437,451.01864571428564,451.49262285714286,66.48657142857145,1.471714285714285
66,59.04999999999995,11.200000000000031,3871.490285714288,547.5802742857144,400.1216914285715,9.946117657142857,1.7529685714285694,249.98025714285706,249.9753314285715,249.96419428571426,295.0959999999995,306.4000000000009,250.08530285714303,250.03924000000004,500.75410857142816,499.7262057142856,499.511862857143,462.5202114285715,461.48623428571426,461.600617142857,462.65330857142857,66.3725142857143,1.577200000000002
67,59.04999999999995,11.200000000000031,3655.3053142857134,531.7849714285717,399.07912571428585,9.803121542857145,1.7634020000000024,249.76713714285674,250.10340000000005,250.08823999999973,295.0959999999995,306.4000000000009,249.91214285714253,250.04010285714276,499.4603885714285,500.5763885714288,500.3588914285714,500.6993257142858,500.27813714285725,501.1561428571429,500.28877714285704,66.80428571428578,1.5878857142857168
68,59.04999999999995,11.200000000000031,4176.9065142857135,492.8124628571427,397.6813507834103,9.899882800000004,1.7716156571428558,250.81422857142843,249.96845714285712,250.14059428571423,295.0959999999995,306.4000000000009,250.75064571428587,250.15801714285726,530.9250832653063,529.9444165807959,532.7879750000001,514.548857142857,520.0439542857146,520.3749142857143,521.208991428571,66.28817142857156,1.9524571428571393
69,59.04999999999995,11.200000000000031,4199.963085714284,331.41563428571425,404.4512892165909,9.972997314285706,1.8308877714285712,249.89605142857147,250.2503657142857,250.03952571428565,295.0959999999995,306.4000000000009,250.3896914285716,249.9886057142856,831.9291428571428,804.9684644808748,878.0280622644385,551.2201199999997,552.7606685714285,598.8678628571427,557.8291200000002,67.11000000000007,1.8999999999999977
70,59.04999999999995,11.200000000000031,3933.8805142857136,475.93192571428557,400.1598457142859,9.923721314285713,1.7666814285714254,250.18123999999997,249.93752571428573,250.07450857142834,295.0959999999995,306.4000000000009,250.11747999999992,250.00347428571425,494.34759102040795,468.07468465261553,599.9533427355619,545.5409257142858,538.6511428571425,571.6356742857143,547.4994228571429,67.05377142857152,1.8444571428571404
71,59.04999999999995,11.200000000000031,3624.993486285714,546.3187600000001,400.10137142857155,9.976560628571427,1.7700000000000007,250.18514857142844,250.09210285714292,250.0799085714286,295.0959999999995,306.4000000000009,250.0265142857142,250.09975999999983,550.4745599999999,550.0395885714287,550.1523657142852,550.7818400000002,551.011937142857,551.0363828571427,550.7965085714285,66.32720000000018,1.0864000000000027
