,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
19,55.99,17.16,4797.75,447.63199999999995,405.996,10.4254,1.7509,251.675,254.268,248.95,295.096,306.4,250.005,249.917,551.038,560.058,536.2080000000001,552.9680000000001,556.732,576.4119999999999,553.966,67.24,1.12
20,55.99,17.16,4299.22,430.42,405.352,10.0926,1.75,247.544,245.65400000000002,247.632,295.096,306.4,249.829,249.873,566.653,527.55,551.422,548.284,571.49,650.9,621.17,66.23,1.49
21,55.99,17.16,5526.76,431.42699999999996,403.69599999999997,10.1066,1.68,248.928,246.11599999999999,247.99400000000003,295.096,306.4,250.236,249.39,430.195,469.892,443.996,418.379,460.017,551.184,535.203,66.42,1.47
22,55.99,17.16,448.82800000000003,445.74,395.625,10.001,1.7499,252.05900000000003,249.95,251.082,295.096,306.4,249.895,250.016,545.557,554.825,556.847,199.785,363.902,465.41,362.505,67.16,1.16
23,55.99,17.16,4559.38,371.338,403.24199999999996,9.86148,1.6397599999999999,252.24599999999998,254.22400000000002,248.95,295.096,306.4,250.02700000000002,251.235,542.679,552.582,556.655,233.669,497.024,556.028,460.61199999999997,67.17,1.15
24,55.99,17.16,5331.64,307.007,396.973,9.970260000000001,1.52207,252.136,250.378,249.71900000000002,295.096,306.4,249.93900000000002,249.39,546.283,556.495,548.995,222.27041176470001,568.13,548.3,535.76,67.03,1.23
25,60.66,8.25,5650.2,369.35400000000004,393.82300000000004,10.2548,1.72081,250.203,251.301,249.928,295.096,306.4,250.12599999999998,250.80700000000002,552.114,550.435,553.496,196.5706666667,558.194,558.492,536.695,67.44,1.17
26,60.66,8.25,3253.91,355.957,395.259,10.3577,1.75,247.137,247.56599999999997,250.30200000000002,295.096,306.4,248.763,251.24599999999998,565.677,565.6709999999999,564.746,524.222,492.285,556.98,521.878,66.4,2.5
27,60.66,8.25,3155.57,327.14799999999997,408.691,10.0763,1.72862,246.09400000000002,226.53799999999998,246.97299999999998,295.096,306.4,250.488,246.09400000000002,586.072,531.29,524.98,518.75,537.01,536.54,530.24,65.12,4.14
28,60.66,8.25,3127.54,311.85900000000004,401.147,10.0991,1.74167,253.24599999999998,257.124,250.675,295.096,306.4,244.028,246.907,554.116,544.117,544.788,541.756,547.06,546.7040000000001,539.182,64.26,3.34
29,60.66,8.25,2288.38,309.937,396.533,10.0857,1.76,250.90599999999998,250.488,249.829,295.096,306.4,249.15900000000002,249.456,540.803,546.634,537.363,628.43825,595.3380000000001,585.736,655.956,64.08,4.08
30,60.66,8.25,2254.88,346.069,402.39300000000003,9.534419999999999,1.6732900000000002,249.609,251.14700000000002,251.477,295.096,306.4,253.894,248.40099999999998,532.269,563.29,555.74,500.195,503.69,594.78,567.485,63.53,5.36
31,59.89,8.98,2591.02,346.00800000000004,394.16,9.79223,1.67252,251.521,249.829,251.104,295.096,306.4,249.675,249.192,551.438,545.111,549.746,576.173,586.8,576.9159999999999,572.617,63.33,4.96
32,59.89,8.98,2640.04,406.708,388.82800000000003,10.1057,1.73281,248.80700000000002,248.489,249.95,295.096,306.4,247.137,247.99400000000003,561.3480000000001,550.15,570.896,190.96185714290002,587.768,563.616,581.632,63.33,4.96
33,59.89,8.98,966.309,482.6112,394.45757142860003,9.69474,1.5438519512,247.632,245.38,249.489,295.096,306.4,249.62,249.851,756.2130000000001,778.8389999999999,775.44,671.7323333333001,567.556,500.27099999999996,584.48,65.15,2.97
34,59.89,8.98,1190.9013170732,561.89,398.379,9.32422,1.76337,249.96099999999998,248.15900000000002,249.39,295.096,306.4,250.313,249.21400000000003,549.136,236.984,542.5740000000001,568.362,576.23,555.58,562.5740000000001,65.65,2.67
35,59.89,8.98,2470.9,537.964,405.23400000000004,9.46641,1.7563400000000002,251.016,249.39,245.83,295.096,306.4,254.66299999999998,250.269,538.826,257.1596486486,543.436,529.92,513.658,545.612,518.21,66.47,1.59
36,59.89,8.98,499.219,377.25800000000004,399.954,9.48047,1.75,253.05900000000003,251.169,251.213,295.096,306.4,254.27900000000002,251.80700000000002,518.506,709.752015625,530.4069999999999,553.515,570.06,562.888,584.009,66.21,1.52
37,59.89,8.98,3513.67,532.379,404.3705,9.590819999999999,1.7357799999999999,248.071,250.873,254.00400000000002,295.096,306.4,251.862,252.136,551.788,738.8813125,588.5169999999999,526.175,488.67699999999996,528.132,508.30699999999996,66.41,1.82
38,59.89,8.98,3195.7,550.507,392.8748,9.585139999999999,1.76,246.588,250.247,250.137,295.096,306.4,249.37900000000002,248.071,543.68,768.010609375,566.422,517.698,552.63,575.124,566.3009999999999,66.41,1.82
39,59.89,8.98,3550.78,463.86699999999996,396.38699999999994,9.71527,1.7452,253.345,247.412,252.46599999999998,295.096,306.4,257.08,251.80700000000002,517.505,797.13990625,548.72,596.48,535.91,474.37,504.86,64.92,2.98
40,59.89,8.98,3753.42,444.79400000000004,387.085,9.74063,1.75492,250.59799999999998,251.697,252.46599999999998,295.096,306.4,250.543,249.609,533.521,826.269203125,553.31,592.875,569.37,571.68,508.855,66.16,1.99
41,59.66,9.09,3709.38,535.889,402.466,9.9458,1.73537,251.97099999999998,252.334,252.345,295.096,306.4,251.576,250.80700000000002,453.217,454.115,461.964,471.61800000000005,467.56,426.961,450.785,65.58,2.36
42,59.66,9.09,3286.72,551.27,400.84,9.9709,1.75,251.80700000000002,250.66400000000002,249.30200000000002,295.096,306.4,247.808,249.873,467.256,468.30800000000005,452.254,428.282,415.95,428.664,476.608,66.21,1.83
43,59.66,9.09,3330.08,564.697,404.88300000000004,9.98134,1.77,251.71900000000002,249.12599999999998,247.28,295.096,306.4,249.12599999999998,250.093,454.24300000000005,455.046,456.676,439.76800000000003,458.80400000000003,492.626,494.26800000000003,66.21,1.83
44,59.66,9.09,3486.91,571.289,403.711,9.98366,1.7762099999999998,250.049,250.928,249.609,295.096,306.4,249.39,248.95,444.934,453.69,448.91,450.78,449.44,434.61,434.23,65.5,3.42
45,59.66,9.09,610.938,560.669,398.26199999999994,9.934439999999999,1.77351,250.66400000000002,245.96200000000002,249.565,295.096,306.4,249.873,249.96099999999998,538.425,786.6260000000001,554.12,557.888,559.0419999999999,504.61,508.276,64.565,3.865
46,59.66,9.09,3039.06,550.964,394.79,9.89109,1.75,252.10299999999998,249.137,249.247,295.096,306.4,249.829,250.653,547.034,544.8,541.467,566.134,562.9,485.29,523.476,64.565,3.865
47,59.66,9.09,3716.8,540.466,396.92900000000003,9.7635,1.7529400000000002,251.873,248.873,250.96099999999998,295.096,306.4,250.049,249.928,460.024,457.202,439.654,446.519,455.798,446.11800000000005,466.73199999999997,62.95,4.97
48,59.66,9.09,2977.54,549.194,403.945,9.92998,1.75,248.357,248.972,249.39,295.096,306.4,249.96099999999998,250.137,441.681,439.418,431.856,461.015,458.19800000000004,440.26599999999996,471.756,62.83,5.06
49,59.66,9.09,3280.27,548.1569999999999,403.535,9.91427,1.75,249.51,250.51,249.543,295.096,306.4,250.049,249.928,453.042,450.495,453.329,451.30699999999996,436.908,455.722,440.55300000000005,64.72,3.51
50,58.84,11.46,3450.29,538.269,406.699,9.948830000000001,1.74826,246.984,247.74200000000002,249.40099999999998,295.096,306.4,248.511,248.40099999999998,433.648,234.29207547169997,474.07199999999995,430.959,445.662,437.102,453.23699999999997,64.29,3.62
51,58.84,11.46,1742.3625454546,553.589,395.50800000000004,10.1058,1.75,245.215,253.78400000000002,249.829,295.096,306.4,250.269,249.829,432.42199999999997,446.89,446.75,428.52,480.28,464.85,466.24,63.62,4.92
52,58.84,11.46,3569.53,560.303,404.18,9.89674,1.76883,251.19099999999997,247.456,249.47799999999998,295.096,306.4,252.642,247.808,450.74,450.746,437.79,554.456,569.506,539.672,606.49,65.87,2.13
53,58.84,11.46,3364.84,556.885,400.957,9.80728,1.76,249.43400000000003,248.02700000000002,249.565,295.096,306.4,249.829,253.74,470.35900000000004,450.972,447.17800000000005,430.78,434.346,441.778,450.56199999999995,65.16,2.77
54,58.84,11.46,3406.25,554.504,403.05199999999996,9.7073,1.7506,246.588,250.269,249.335,295.096,306.4,249.99400000000003,252.96,465.079,437.405,443.78,466.015,453.42699999999996,462.05,418.36699999999996,65.87,2.03
55,58.84,11.46,3885.55,531.006,411.79699999999997,9.985710000000001,1.74967,249.39,250.895,250.455,295.096,306.4,254.795,249.137,445.385,476.577,434.529,456.894,492.56,448.05,381.626,65.92,2.12
56,58.82,11.46,4092.58,535.339,411.709,9.68605,1.74,246.533,250.84,250.02700000000002,295.096,306.4,250.269,251.235,439.879,458.67699999999996,445.561,676.9889999999999,531.7280000000001,473.417,453.542,65.9,2.4
57,58.82,11.46,3710.55,507.629,403.125,9.71435,1.7402400000000002,249.082,253.433,250.928,295.096,306.4,250.269,250.73,456.395,444.795,420.905,174.4851428571,434.129,403.24300000000005,442.398,65.78,2.43
58,58.82,11.46,3462.89,510.04,397.91,9.8511,1.7584,248.071,250.44400000000002,249.63099999999997,295.096,306.4,250.192,249.335,454.694,457.546,449.26099999999997,266.112,344.901,558.016,452.714,65.15,2.99
59,58.82,11.46,3668.85,445.251,400.12199999999996,9.70802,1.68,252.235,250.84,250.269,295.096,306.4,250.049,252.257,425.44,473.80199999999996,430.671,459.275,473.45300000000003,551.852,575.29,62.95,5.04
60,58.82,11.46,4051.46,309.265,388.5030292683,9.921660000000001,1.7110900000000002,249.016,249.47799999999998,250.488,295.096,306.4,250.236,251.312,462.827,690.424,681.2080000000001,422.06699999999995,452.936,570.14,617.2125,63.83,4.71
61,58.82,11.46,3279.3,310.059,385.8788888889,9.80686,1.71138,251.14700000000002,249.39,249.17,295.096,306.4,250.928,248.071,479.468,424.8,226.07,543.36,459.35,532.62,632.87,64.0283977901,4.3793370166
62,58.82,11.46,3229.3,514.038,393.809,9.65643,1.7,250.532,251.58700000000002,249.873,295.096,306.4,250.84,249.74099999999999,506.594,779.5912427183999,501.35400000000004,451.408,472.352,441.666,556.4226666667,64.4,3.76
63,58.82,11.46,4181.64,475.342,379.48566666669996,10.1266,1.71193,250.796,251.543,249.30200000000002,295.096,306.4,248.862,248.555,523.711,230.412,508.8,455.548,485.68199999999996,455.55,482.68,64.1,3.55
64,58.82,11.46,3056.35,538.4830000000001,399.844,9.7865,1.72222,251.24599999999998,252.10299999999998,248.52200000000002,295.096,306.4,250.148,251.36700000000002,511.399,228.67468181819999,482.814,451.485,411.462,491.814,445.211,64.29,3.06
65,59.05,11.2,3074.71,550.995,402.832,9.71782,1.75,248.34599999999998,250.32299999999998,248.95,295.096,306.4,248.95,250.21400000000003,504.99300000000005,501.273,510.283,443.165,429.335,453.37,465.135,66.55,1.44
66,59.05,11.2,4114.26,567.23,414.287,9.89488,1.75,251.389,246.544,249.59799999999998,295.096,306.4,250.49900000000002,251.345,508.972,503.11199999999997,479.93,444.533,444.343,454.18199999999996,430.316,66.25,1.59
67,59.05,11.2,3796.48,535.645,396.27,9.90719,1.76,250.774,252.554,251.125,295.096,306.4,245.303,250.071,495.73400000000004,509.42699999999996,484.305,520.629,515.474,501.026,481.57300000000004,66.92,1.52
68,59.05,11.2,3841.31,534.729,402.62699999999995,9.794,1.7633400000000001,249.80700000000002,250.708,250.137,295.096,306.4,249.675,250.225,498.13599999999997,508.119,505.98900000000003,493.746,498.288,500.69,499.56,66.17,1.96
69,59.05,11.2,4788.28,306.21299999999997,391.0350430108,9.98683,1.7991,253.78400000000002,251.917,250.96099999999998,295.096,306.4,251.71900000000002,251.41099999999997,843.1024285714,826.4413005464,877.73325,524.177,596.3340000000001,685.0060000000001,658.466,67.11,1.9
70,59.05,11.2,4341.8,494.87300000000005,401.48400000000004,9.9668,1.77,251.235,246.18200000000002,251.36700000000002,295.096,306.4,250.66400000000002,251.41099999999997,820.6274285714,783.2488142077001,876.0306382978999,539.22,583.498,667.59,626.794,67.11,1.9
71,59.05,11.2,3261.33,478.027,404.355,9.96561,1.77,252.59799999999998,242.183,247.5,295.096,306.4,250.84,249.12599999999998,547.734,546.81,534.914,585.002,580.85,561.852,529.91,66.29,1.09
72,59.05,11.2,3732.42,537.109,391.406,10.0269,1.77,251.58700000000002,245.65400000000002,247.852,295.096,306.4,253.125,253.345,535.0219999999999,548.28,557.9,558.2,532.05,550.54,507.07,67.22,1.0
73,59.05,11.2,844.9700892857,539.154,403.24199999999996,10.0943,1.77,247.972,248.03799999999998,249.928,295.096,306.4,251.071,250.565,574.561,558.275,541.466,539.354,540.511,543.091,583.57,66.97,1.0
74,59.05,11.2,2347.8841517857,392.639,404.839,9.10324,1.5847,251.345,250.80700000000002,253.169,295.096,306.4,250.80700000000002,252.817,552.814,426.332,583.604,406.07199999999995,233.72299999999998,692.5117352941,242.055,66.97,1.0
75,57.35,12.27,1578.2344444445,409.546,398.145,9.439639999999999,1.62067,247.192,254.22400000000002,251.14700000000002,295.096,306.4,250.488,248.511,577.063,297.36,573.0,364.45,445.03,532.06,471.2,66.24,1.04
76,57.35,12.27,3152.15,466.309,397.82199999999995,9.73296,1.7156200000000001,247.61,251.301,248.95,295.096,306.4,250.203,250.59799999999998,539.1759999999999,255.7412519084,561.238,531.601,550.8340000000001,549.028,533.606,67.04,1.25
77,57.35,12.27,4026.56,452.94199999999995,395.273,10.0842,1.7382099999999998,251.104,249.192,249.104,295.096,306.4,250.66400000000002,250.356,557.294,799.5218823529,491.473,659.0263333333,597.759,577.812,493.11,66.42,2.46
78,57.35,12.27,3907.03,439.27,396.27,10.1839,1.7438200000000001,251.345,254.136,251.27900000000002,295.096,306.4,249.43400000000003,248.972,568.104,286.5945,560.22,532.3430000000001,538.6669999999999,564.428,511.037,66.44,2.67
79,57.35,12.27,4233.4,430.82099999999997,397.6,9.684560000000001,1.74,250.928,254.726,249.55,295.096,306.4,249.766,248.919,564.122,459.44,572.85,532.531,546.377,522.293,543.719,66.61,1.95
80,57.35,12.27,3876.66,405.212,403.345,9.79308,1.5247285713999998,247.09400000000002,247.37900000000002,247.665,295.096,306.4,249.43400000000003,250.148,513.651,580.029,423.68300000000005,622.616,666.0310000000001,682.508,611.403,65.85,2.4
81,56.42,12.99,3836.72,473.999,399.961,9.94205,1.7132,251.19099999999997,248.687,251.19099999999997,295.096,306.4,250.049,248.643,536.724,528.342,507.284,529.062,531.3919999999999,554.908,510.38,66.5,2.03
82,56.42,12.99,3798.05,463.379,401.13300000000004,9.90992,1.5409700000000002,250.356,250.88400000000001,249.521,295.096,306.4,250.137,248.423,491.079,809.5543243243,550.344,411.64,471.798,529.148,565.664,65.94,1.79
83,56.42,12.99,3371.48,444.336,397.26599999999996,9.9563,1.7424099999999998,249.17,249.609,251.14700000000002,295.096,306.4,250.708,253.345,558.545,294.82703389830004,530.92,606.64,539.21,542.14,545.14,65.94,2.02
84,56.42,12.99,3762.6,420.959,395.12699999999995,10.0929,1.7478799999999999,248.95,248.90599999999998,248.95,295.096,306.4,249.39,249.324,550.737,807.8890299400999,484.972,514.67,494.301,554.178,512.477,65.69,1.94
85,56.42,12.99,3893.75,416.68699999999995,397.91,9.84104,1.73816,246.03900000000002,250.62,251.675,295.096,306.4,250.17,249.84,568.48,503.08099999999996,557.4069999999999,522.847,595.807,615.979,575.592,64.47,3.09
86,56.42,12.99,1967.7775,414.73400000000004,397.119,10.4665,1.75,250.378,247.632,252.24599999999998,295.096,306.4,249.93900000000002,250.269,251.1801818182,460.77,579.475,485.155,544.445,555.86,574.38,66.17,1.38
87,56.42,12.99,3888.09,380.73699999999997,394.86300000000006,9.669,1.74,249.93900000000002,250.15900000000002,251.433,295.096,306.4,250.269,250.269,538.375,465.92900000000003,554.2280000000001,559.607,571.105,532.396,551.645,65.83,1.87
88,56.42,12.99,4189.06,379.24199999999996,395.596,9.84352,1.74,250.675,252.18,247.412,295.096,306.4,249.796,250.203,548.835,446.695,565.232,347.481,526.1619999999999,537.212,560.312,66.41,1.86
89,56.42,12.99,4005.86,350.342,404.59,9.993160000000001,1.75,248.95,250.928,252.68599999999998,295.096,306.4,249.829,250.049,545.5319999999999,471.82,564.91,351.95,457.7,542.14,466.24,66.23,1.27
90,58.95,8.94,4440.23,323.73,403.82800000000003,9.90905,1.71165,250.84,248.511,250.093,295.096,306.4,249.21400000000003,249.873,545.933,448.70599999999996,537.936,554.996,542.626,534.4119999999999,521.524,65.49,1.9
91,58.95,8.94,1022.0898571429,416.87,398.73,10.1241,1.72,250.928,248.511,252.24599999999998,295.096,306.4,249.829,250.269,550.0369999999999,550.55,540.63,620.31,541.97,552.22,560.59,65.62,2.48
92,58.95,8.94,3835.84,425.659,396.855,9.87262,1.72028,254.00400000000002,254.707,252.158,295.096,306.4,251.543,250.488,593.779,602.4259999999999,576.78,553.044,571.818,559.948,580.008,65.15,3.01
93,58.95,8.94,4494.73,442.963,401.44,10.0349,1.75957,251.093,254.44299999999998,250.81799999999998,295.096,306.4,248.785,248.676,605.841,604.9169999999999,604.025,536.915,552.8430000000001,542.2769999999999,580.0369999999999,64.98,2.9
94,58.95,8.94,4581.64,443.726,392.974,10.0733,1.7592900000000002,247.72,246.368,250.543,295.096,306.4,249.5,249.47799999999998,597.758,607.555,617.763,538.651,555.052,539.004,557.195,63.56,4.17
95,58.95,8.94,3740.14,432.556,393.98400000000004,9.83726,1.75,251.433,247.30200000000002,248.049,295.096,306.4,250.378,252.817,584.821,591.61,615.4680000000001,572.0740000000001,537.725,550.82,562.847,64.59,3.88
96,58.95,8.94,4879.88,442.505,398.43800000000005,9.65541,1.75,251.80700000000002,255.542,252.24599999999998,295.096,306.4,250.269,249.17,603.0880000000001,585.1,554.66,597.27,533.16,540.46,540.17,63.99,4.3
97,58.95,8.94,4307.03,436.707,403.564,9.62842,1.74,250.59799999999998,247.192,251.477,295.096,306.4,250.708,249.93900000000002,448.68800000000005,451.425,448.905,420.115,455.775,446.93,455.475,64.07,4.08
98,58.95,8.94,4729.49,438.23199999999997,398.80400000000003,9.66729,1.74,250.62,255.542,250.785,295.096,306.4,250.90599999999998,251.63099999999997,452.416,439.926,435.38699999999994,452.711,441.039,464.458,457.602,64.03,3.56
99,59.16,10.69,4227.73,427.673,405.22,9.81063,1.74,249.269,251.32299999999998,251.093,295.096,306.4,250.12599999999998,250.115,458.87300000000005,448.965,451.789,448.92199999999997,467.418,452.082,485.98800000000006,63.6,4.17
100,59.16,10.69,4013.67,430.298,407.227,9.79625,1.73,250.708,247.852,247.852,295.096,306.4,250.269,250.049,463.95300000000003,436.7,446.21,179.07310309279998,459.35,463.73,454.1,63.8,4.69
101,59.16,10.69,3924.22,421.38699999999994,397.031,9.50537,1.72269,250.752,250.708,249.829,295.096,306.4,250.225,250.049,539.827,444.62800000000004,453.65,619.762,587.572,467.538,427.282,63.47,4.39
102,59.16,10.69,3587.5,442.38300000000004,397.31,9.23809,1.74702,249.543,255.97,250.928,295.096,306.4,249.829,250.03799999999998,454.694,454.651,451.68800000000005,552.165,453.902,430.939,523.977,64.05,3.99
103,59.16,10.69,4271.48,443.42,404.76599999999996,9.63647,1.75,251.92700000000002,249.423,249.851,295.096,306.4,250.28,249.829,452.642,447.121,461.023,351.798,301.524,388.26,371.526,63.03,4.69
104,59.16,10.69,4226.17,439.087,401.338,9.64631,1.75,250.093,250.225,249.25799999999998,295.096,306.4,249.829,248.291,458.69800000000004,443.216,444.48199999999997,493.00300000000004,441.11800000000005,450.626,445.26800000000003,63.74,4.4
105,60.24,8.87,3024.41,388.3455882353,401.40565,9.36691,1.5986200000000002,251.32299999999998,246.09400000000002,252.59799999999998,295.096,306.4,250.46599999999998,250.269,355.1443255361,552.868,535.129,442.542,450.375,438.81,415.967,63.6,4.71
106,60.24,8.87,4048.05,442.444,404.121,9.352,1.7541,251.082,253.982,251.763,295.096,306.4,250.269,249.785,558.1787797270999,439.306,462.662,433.746,453.51099999999997,449.842,475.94300000000004,64.41,4.06
107,60.24,8.87,3539.31,439.392,400.005,9.17383,1.76,250.488,248.412,249.972,295.096,306.4,250.25799999999998,250.41099999999997,761.2132339181,432.282,430.935,450.13699999999994,450.784,465.606,437.876,65.68,1.3
108,60.24,8.87,4384.77,564.484,396.82599999999996,9.25554,1.7553400000000001,249.58700000000002,253.916,248.313,295.096,306.4,250.291,249.752,440.78,461.99300000000005,467.30400000000003,344.161,480.664,409.51599999999996,408.77,63.32,5.3
109,60.24,8.87,3433.98,532.135,401.426,9.177719999999999,1.76,250.269,252.334,249.236,295.096,306.4,250.345,249.90599999999998,462.551,445.365,418.77099999999996,456.663,494.63,462.75,439.668,66.06,1.24
110,60.24,8.87,3883.59,510.986,400.48800000000006,9.26887,1.75,250.104,248.873,251.268,295.096,306.4,249.708,250.049,452.74199999999996,466.83,444.644,420.587,390.204,431.49300000000005,409.186,66.06,1.24
111,60.24,8.87,3669.92,516.357,401.074,9.12087,1.62919,249.609,252.68599999999998,248.511,295.096,306.4,250.049,251.80700000000002,437.42699999999996,480.88,428.4,467.97,181.76,560.06,331.05,65.61,2.08
112,60.24,8.87,465.9172407767,534.5459999999999,395.596,9.11919,1.77,249.489,250.84,249.73,295.096,306.4,250.016,250.203,446.06,439.556,436.19599999999997,453.81300000000005,408.49,501.05400000000003,464.14099999999996,65.04,2.66
113,60.24,8.87,988.8998135922,536.377,403.55,9.01657,1.78,250.203,248.34599999999998,248.93900000000002,295.096,306.4,250.41099999999997,250.225,397.913,437.52,448.85,433.12199999999996,398.82,408.759,439.423,64.86,2.49
114,60.24,8.87,1511.8823864078,525.696,399.99,9.230369999999999,1.76088,251.32299999999998,249.675,248.95,295.096,306.4,250.46599999999998,249.785,448.463,443.642,435.17199999999997,444.316,487.082,455.246,513.521,66.89,1.31
115,58.19,10.84,3354.88,555.786,401.514,9.244660000000001,1.76,250.796,248.269,250.247,295.096,306.4,250.18099999999998,251.873,454.594,454.091,436.874,585.2719999999999,472.903,448.05,447.31199999999995,64.04,4.26
116,58.19,10.84,3647.66,507.551,397.056,8.99472,1.69,249.452,245.34,251.68099999999998,295.096,306.4,249.86,250.112,452.01199999999994,425.534,448.36699999999996,589.673,471.624,442.13,438.014,65.36,3.3
117,58.19,10.84,3800.78,539.246,404.385,9.412469999999999,1.7299799999999999,249.80700000000002,247.06099999999998,251.213,295.096,306.4,249.862,250.66400000000002,455.469,446.975,462.985,459.866,453.84,452.44599999999997,475.225,65.64,3.11
118,58.19,10.84,3507.03,531.494,393.34,9.34426,1.72028,249.12599999999998,252.817,249.829,295.096,306.4,250.269,249.829,452.74199999999996,450.51800000000003,479.444,442.264,435.34,432.586,470.426,64.84,3.28
119,58.19,10.84,3288.67,528.076,402.18800000000005,9.4582,1.68972,250.269,248.247,249.47799999999998,295.096,306.4,249.96099999999998,250.093,434.324,445.30800000000005,446.85400000000004,447.108,450.978,450.73800000000006,439.97,64.63,3.77
